empresa_id,fecha_fundacion,cnae,cp,base_revenue,cagr_10y_pct
11609631,2005-01-20,4520,18801,554343,14.66
5000279,2013-08-19,1107,40001,90773,8.57
5000280,2011-02-14,7732,12161,356841,-4.54
11657720,2003-05-15,2410,27273,926646,14.08
5000281,1997-03-22,8020,30689,839290,10.48
7621476,2005-09-25,4741,12701,106993,-0.1
8695170,2006-12-12,3211,11364,368317,-4.73
11011245,,7820,21322,714604,4.94
5000282,2013-09-22,2611,29367,968848,3.15
5000283,1945-03-14,6619,34654,519994,10.71
8265831,1998-02-27,7111,37621,123092,-0.5
5000284,2014-04-15,4729,07120,900421,1.52
14016232,2003-01-28,7721,42142,360039,-2.27
7316276,2016-08-04,8810,07161,212261,7.23
5000285,2009-08-25,6910,21030,400103,7.16
5000286,2016-02-11,2790,14851,121387,12.15
9685867,2016-04-18,4519,39449,693228,8.69
7165397,1988-09-12,8211,46319,359798,11.16
5929328,1998-08-24,4221,14237,515909,8.0
5000287,2007-05-27,4673,32929,206611,8.32
5000288,2019-12-19,6311,08267,970462,5.65
5000289,2016-07-19,5920,15986,563404,-2.76
5553092,2015-07-11,9521,13276,840906,1.97
11209723,2015-08-26,4649,18540,82210,4.94
5000290,2001-09-08,4211,03104,999723,-4.32
5000291,2010-06-24,7430,29410,906898,2.05
14735608,2006-02-28,7010,03330,988918,11.42
9008359,2025-01-24,9603,23774,464622,-0.16
10916270,1966-12-11,2825,21138,439850,12.54
9999464,1980-08-13,2042,33465,134400,13.99
5000292,2010-08-23,5819,01905,176464,6.16
10306097,2013-01-14,4612,48453,388697,0.18
8543430,2012-10-28,0125,32284,310965,-0.56
5000293,2010-02-03,9523,49215,86477,12.01
16474213,2005-07-07,6419,37113,578665,7.37
5000294,2025-09-19,2790,23959,702680,1.71
8072107,2009-02-05,7500,50097,237261,6.26
11118130,2013-08-12,7311,39340,595141,12.09
14453812,2018-02-23,7911,49908,842644,13.04
7394177,2005-11-29,5510,37972,572122,-4.62
4881992,1991-07-14,5229,11396,103686,11.97
8180989,1978-05-11,6910,22026,805141,1.28
11891503,2008-06-28,1623,08871,889790,9.79
6421879,2011-10-10,2899,34194,304662,-3.22
7597067,1999-01-12,9101,42993,497608,11.97
5000295,1988-02-24,8230,04593,120147,2.88
8750501,1988-04-19,2811,43769,606343,9.56
6096086,2002-12-13,8891,51062,723072,-4.14
9922942,2007-06-14,1107,01462,348956,8.2
15147997,2019-02-07,5229,20423,899478,5.19
5000296,2021-02-15,2910,32857,408553,12.76
7517070,2011-02-07,1011,47007,701336,3.7
5531922,2009-03-21,9523,23488,424744,-4.86
5122816,2023-05-12,6110,38081,798442,3.14
15351017,2022-11-15,5510,25280,189297,0.34
13336071,1996-04-22,6110,29756,403013,11.42
10089026,1979-01-08,9601,40338,807108,-4.05
9896009,2008-12-10,6190,52753,55181,-3.53
10537341,2005-09-15,3220,48079,530646,11.13
16152753,2013-11-07,6411,12728,266136,3.82
5000297,2013-07-12,4329,24625,120022,14.75
5537431,2019-03-17,0125,46992,195156,2.63
10331431,2012-02-07,1391,35196,615536,10.12
14325799,2018-01-23,8532,26804,707051,14.21
5000298,2015-03-02,2825,33736,855775,0.6
11584245,2025-09-19,6311,29038,750968,5.11
145145,1982-09-25,1812,43171,652547,6.5
5000299,2013-10-17,8020,28508,711375,3.39
4531096,2020-12-27,9522,09648,730781,2.59
6620437,2009-10-10,5320,32461,815152,11.55
5000300,2000-12-21,6419,24660,171571,-2.86
5000301,2012-12-05,8621,27361,793110,7.24
15760280,,5229,04033,282310,10.89
9478087,2016-05-03,4778,23560,941653,11.61
12054118,2004-01-21,8299,06973,418360,11.32
5000302,2001-12-28,4617,06803,614955,4.16
12593116,2003-01-16,7912,44393,71819,-1.59
5000303,2015-09-09,5630,40734,923116,1.09
7781682,2019-04-21,4939,26394,65968,-1.33
15114812,1985-02-10,9700,15233,765171,7.9
11828736,2016-11-25,8610,44342,71067,4.96
5000304,2008-07-04,5224,48473,845712,7.5
5000305,2008-09-30,2120,24009,478350,-2.17
5929069,2022-11-09,4941,26351,606478,5.36
9535247,2023-08-18,7211,39869,79484,-4.72
14171700,2004-06-09,4941,33564,579392,10.18
15288377,1997-03-20,3320,38858,662769,-3.48
11241936,1999-06-29,6110,10432,224424,0.11
13530292,1996-04-19,2014,39661,434581,4.47
5000306,2012-05-27,1011,45162,331926,0.79
8439664,1978-12-22,9511,18505,791071,-2.29
5000307,1999-04-05,7990,40431,537494,-2.4
10115375,2000-01-11,9420,16464,880717,8.05
9961848,2005-09-06,2433,04397,231854,3.93
5000308,2013-10-22,8220,47009,334957,11.89
8476871,2002-01-01,6419,01051,963900,7.39
13409182,2016-11-24,5320,17432,785569,4.24
10463739,2016-09-02,5811,06211,915230,12.47
13121121,2012-11-22,7990,40987,168991,-3.8
4821785,2022-12-29,9602,04244,99560,5.79
5000309,2016-01-03,1411,04820,641155,3.06
11447309,1990-05-12,2611,29571,83539,-1.44
5000310,2009-09-07,8510,08490,595442,5.89
5238017,2020-01-15,4771,31355,73985,4.88
4857100,1974-10-21,8129,15213,733861,-2.69
11934819,2018-02-01,8520,31423,321825,-2.88
13515459,2015-09-18,9319,30043,779621,6.89
13903796,2014-09-18,1107,27954,482322,9.46
7489128,2001-11-25,6511,34261,390032,9.18
16353320,2007-01-04,7112,49061,649974,-1.76
5796517,2024-07-29,2630,28180,715023,7.41
7378261,2010-07-24,8510,26673,837945,14.32
5967867,2012-07-22,8622,37856,240103,13.85
10930043,1948-10-21,6820,16287,774933,0.16
5000311,1982-06-20,3220,43591,261327,-1.79
5000312,2023-04-27,6511,50819,916352,-4.23
5000313,1989-05-14,7430,19375,389064,2.06
13121428,2009-06-10,9609,47912,333791,-1.19
16247603,2017-05-11,3011,48025,831265,14.09
9404390,2009-04-06,4771,52675,942620,12.63
5000314,2013-04-06,7010,03214,612029,4.02
5395820,2004-01-22,6520,35527,912317,13.14
5000315,1974-09-06,8299,33925,850413,9.67
5000316,2004-08-01,8413,31906,959945,2.75
7533601,2002-10-02,9603,18704,358571,-4.52
5378699,2006-03-08,2410,47328,484920,-0.85
11052746,2010-02-20,9602,38402,949336,3.62
15433008,1982-11-27,8129,14650,505572,-0.91
12475581,2012-06-28,8891,31973,914922,7.54
4798252,2004-05-29,4799,11331,91455,10.04
5000317,2025-01-07,6621,50914,149237,-2.35
15630358,1990-01-05,8219,41210,760446,12.95
5045193,2022-03-17,8551,28655,556160,-1.25
5000318,2008-03-22,7022,06956,357403,2.45
197431,2015-11-01,7912,03788,175164,11.49
10004056,2015-04-15,9522,18618,961699,-1.43
5326304,2020-07-11,7111,27580,287995,14.46
5000319,2002-12-27,1011,38472,698332,-4.44
5000320,2020-07-23,6910,15733,644000,9.02
8452864,2011-07-14,9412,34612,910085,11.34
11451935,2006-12-20,8211,43164,238160,10.19
15537570,1992-09-04,8623,01015,634186,4.45
16389831,2010-11-18,1920,29170,466903,-3.69
5440084,2010-07-12,4719,01432,642542,10.11
4477614,2009-06-11,1411,41724,986105,2.07
11914529,1992-04-14,2932,24789,641972,4.12
5000321,2015-06-04,4646,21816,796178,0.89
15077848,2000-01-04,6910,19419,460473,4.25
9138796,2017-05-04,9101,36914,494236,-0.2
5000322,1970-11-06,2433,11870,75767,7.65
5133484,2013-05-01,8622,17543,643822,4.44
12357810,2016-08-16,6520,33507,387817,0.56
5392758,2013-03-26,4639,16867,690922,8.85
11846944,2006-05-20,4221,30761,624155,0.59
4412589,2024-01-29,4729,51082,903303,-2.93
14037016,2008-05-22,2740,08246,105506,3.4
16703763,2019-10-03,4910,08145,141451,5.67
8436363,2019-04-21,8230,50282,250886,6.06
11983612,2024-04-24,4673,38473,67332,-2.34
15911765,2006-05-12,4649,51949,920189,2.74
8971654,2011-02-22,1310,07902,277170,2.42
11491208,2022-03-09,4778,46840,441500,8.45
5000323,2014-12-06,8219,18630,571164,1.46
7389952,2008-02-24,4511,04029,311394,14.03
11075380,2006-10-01,6201,16524,83124,-1.6
12729712,2013-12-13,2899,43505,558851,3.3
11307558,2014-05-21,0149,04133,503657,-4.45
9725287,2013-08-10,4719,39493,962859,2.65
14283440,2015-01-10,8020,50267,820980,0.43
4939003,2025-09-19,5911,24390,777582,11.69
8760344,1989-07-19,4631,29104,73757,6.13
5386893,2008-07-15,4729,50952,745745,8.53
7372287,2012-09-27,4778,19244,382448,14.34
5000324,2013-11-24,8891,22715,575679,8.72
9925369,2002-04-24,5814,29070,469801,7.48
13169164,1995-05-16,4939,10885,581223,5.08
15399784,1996-01-22,8891,05053,629750,13.69
11608121,2013-12-01,4941,13592,309243,9.56
15221128,2018-04-17,9101,27393,985775,-2.51
15121889,2021-12-26,2016,05110,81398,-0.91
9422414,2020-02-05,7490,09185,434629,8.85
5000325,2002-08-31,6499,23822,87056,3.1
15679413,2015-07-14,7320,04074,853777,-0.29
12540311,2009-01-26,2229,22711,918397,8.81
4620402,2016-09-23,1920,08054,789730,8.07
9228330,2012-11-20,2740,29337,598001,0.03
14435446,2022-04-30,2811,27213,652176,4.09
5000326,2008-08-08,3600,17368,612133,3.94
16091280,1997-02-19,7712,33380,542678,2.65
16613842,2008-02-11,8510,48594,722996,-1.97
5000327,2018-08-04,2630,36946,403862,0.08
11360311,2014-04-06,1721,04115,643978,-1.85
11425335,2004-02-27,2229,51752,145981,3.25
5679649,2009-12-14,7732,17092,918343,0.45
11964897,2000-10-16,6621,31097,817356,8.44
16090056,2016-02-22,7111,13568,426537,-1.42
10206514,2019-02-11,3514,25693,81857,8.24
6802713,2006-04-13,6209,50118,69361,6.66
8487046,2019-09-20,4799,44151,681901,-2.81
4593562,2018-09-05,3211,15434,840696,0.5
5893651,2023-08-07,0111,25095,227104,1.58
9403451,1997-02-09,8421,35562,149861,11.9
12151174,2011-01-06,6010,28836,770758,6.69
13907336,2020-03-08,2229,30831,810393,13.54
5000328,2018-09-06,1071,28166,967091,5.83
7107162,2004-06-22,9511,52777,958281,-2.63
12325017,2012-03-14,9522,52820,731663,7.27
4348391,2016-07-01,9602,30469,844944,-1.72
11722494,2011-08-14,7912,20970,833306,1.38
4436998,2018-01-11,7410,44718,691836,14.43
5000329,2006-01-15,6419,44589,899894,5.78
5459088,2009-08-10,8220,33839,626070,-0.74
15384032,2006-08-13,3220,37144,572492,13.14
7756996,2003-07-13,2740,14779,279804,1.44
10446209,1991-07-18,7712,36869,647344,4.95
12465049,2006-11-14,9512,20136,778487,9.04
5000330,1990-09-01,7740,23559,142979,-4.94
5000331,2018-07-16,8020,07279,822980,4.62
8638043,2016-03-08,7820,27179,890392,13.21
10979906,1998-07-21,7711,40970,275913,5.95
11604949,1993-11-07,8421,20221,92085,5.09
13285150,2015-11-14,4631,09516,459496,1.04
13188531,2003-11-04,2014,17716,613901,-1.1
10612604,2003-07-24,6411,41231,662488,1.71
5873372,2003-05-31,6619,22707,454413,-1.19
14875314,2009-09-03,9522,50931,720851,-4.57
8383289,2004-12-31,2910,09303,303627,6.85
13381699,2013-05-04,6621,06864,737035,4.97
15181963,2005-01-09,7711,28143,697725,7.56
13882100,2002-01-18,2511,19078,995198,8.29
7147208,2011-01-19,4711,06036,786086,5.9
5000332,2011-09-23,4619,27164,606540,14.82
12836323,2019-07-21,8219,35740,631700,-3.26
9448610,2017-07-29,5911,32038,99961,14.53
14847119,2013-04-02,9499,48493,684155,2.92
5000333,2015-12-20,4741,05354,269385,3.62
5000334,2020-08-02,4759,19376,72044,4.16
6575538,2012-02-18,2014,18337,504548,-2.86
6485401,2002-07-27,0111,40145,926366,8.54
13139961,1968-12-21,5630,45086,350373,3.46
15800677,2011-12-26,8220,35782,289588,5.06
5340732,1998-02-20,0125,03754,452175,7.75
15329642,2016-06-06,7732,21363,285272,0.16
5000335,1991-06-18,7219,14353,968407,7.45
11429833,1960-03-17,7120,21019,865663,3.83
5000336,2018-01-23,4520,24911,466748,6.13
5000337,2009-01-18,7320,06915,286587,8.84
9791839,2025-02-04,9329,22622,567893,-2.07
12201348,2005-12-01,5224,47912,193265,-0.01
5550556,1985-07-30,4751,14632,676138,-1.34
15762313,2025-09-19,5814,51315,315951,7.28
12635987,2003-06-11,4391,08486,385720,-4.22
5000338,,4120,07144,789028,3.68
5000339,2011-10-10,4399,02639,517214,2.72
5687754,2018-11-09,6110,37148,915850,0.14
5000340,,6612,52577,123574,6.57
12365563,2016-12-11,8559,21864,162635,2.32
13338900,2024-05-28,9311,22669,973366,12.89
10435258,2010-05-07,8423,12538,858889,14.13
5570146,2011-08-04,4931,24356,550120,12.61
12948881,1997-05-21,2825,01885,452330,7.65
8070997,2012-12-27,7712,48780,113505,4.53
7539187,2014-07-05,4519,33398,199117,-3.61
8347741,2012-11-06,3299,17508,764611,-1.75
8897249,2004-08-28,5811,05928,210953,6.49
8650663,2024-03-04,8552,46703,779825,7.1
5000341,2010-07-03,8560,49689,327835,-4.13
11513973,2017-03-14,9521,06945,765125,0.79
5000342,2025-09-19,6612,06296,933531,11.57
7393747,2015-06-24,4778,44234,329830,12.05
5000343,2011-04-14,4941,52422,90508,-3.74
11442299,2008-02-27,8510,23782,181231,6.56
8822085,2024-03-11,8010,40468,610335,-3.68
7792771,2008-10-14,8551,16791,302522,-1.41
12961709,2001-01-07,9523,41810,556819,-0.16
7602679,2002-10-17,2351,43056,76998,-2.59
5000344,2010-04-09,7120,40258,949942,-3.82
8165211,1995-12-10,7721,17405,600044,5.27
11231612,2011-03-27,4399,50359,885975,-0.59
6947535,2009-03-10,4646,33569,995824,5.93
11454012,2018-05-20,5920,52246,214048,-4.44
5000345,2018-10-06,8810,41140,484031,5.11
15235058,1993-08-25,5224,46581,834535,-1.34
15736789,2014-07-12,6831,37115,298706,-4.08
15973878,1999-04-28,9521,40626,966432,2.29
5000346,2020-02-15,4778,37500,400814,3.59
5978706,1988-10-26,2433,08455,423010,-2.51
16527824,2002-08-19,3220,35870,190556,11.97
10550832,2014-10-21,3109,01310,144155,1.34
14240183,2007-07-16,8551,06914,533321,14.23
5000347,2016-10-23,8552,22422,935804,11.0
15137033,2021-09-09,8299,07542,682864,0.66
5000348,2012-01-24,6492,28251,158445,-1.7
5000349,2007-03-20,5814,02868,459638,9.92
15401263,2008-08-28,3092,17208,609559,12.73
8846118,2005-11-30,3011,12834,647803,12.51
9230523,1996-11-13,8423,35871,802226,13.49
13220448,2004-12-21,3600,22842,269585,12.71
5000350,2022-01-09,8520,46438,478492,2.34
10618986,2011-07-15,8010,04805,332265,9.04
9554556,2019-02-26,4711,50259,349321,8.15
15584768,2008-07-03,4120,45322,278839,1.06
5000351,1999-01-24,5229,20976,907265,-4.66
16392157,2011-04-22,2511,45222,184916,-3.9
14144690,2016-05-24,4711,05069,573277,2.75
13479810,2015-04-29,3299,13188,113252,6.95
15953087,2002-08-09,1721,33701,570933,5.73
5000352,2002-01-17,7112,50944,379405,5.23
10073770,1995-12-30,2014,24967,566022,8.13
3604000,2018-09-05,8230,47630,547115,3.71
9999552,2021-06-01,1721,48343,196691,-4.28
7543517,,0125,19406,135445,4.28
4398591,2013-07-29,7111,28974,446488,5.2
14466451,2004-03-16,7500,51821,340342,10.99
5000353,2013-09-25,8559,23378,832472,-3.31
7469454,2011-03-10,7990,13116,307324,-2.7
6109127,2000-08-25,8552,18933,162983,9.23
193929,2018-11-10,6622,35711,258677,-0.71
7720232,2020-11-07,8690,29017,872471,13.91
5544375,2018-05-28,6419,47124,137048,1.82
16615078,2019-04-30,0125,09233,177023,6.09
10595637,2005-04-02,8710,35082,368238,5.48
5000354,2011-02-12,4778,50481,63714,7.35
5000355,2020-04-02,2229,11553,845307,0.02
13168948,2013-10-05,7740,29524,551943,4.12
9548837,2023-01-13,7430,47090,224602,6.07
5906590,2017-06-22,2014,15511,376414,-0.81
5000356,2007-04-21,9511,30977,518187,-3.13
5000357,2012-07-04,4941,17104,859955,9.87
6584170,2014-01-06,8531,02356,692092,-1.92
5000358,2020-05-14,6622,42487,827169,-1.87
5748588,2011-12-30,2110,44188,492755,10.91
5000359,1999-11-23,8623,41750,815527,3.34
10874590,2018-03-24,9522,12222,400400,-1.46
5000360,2011-12-28,6311,31916,781841,0.61
15880017,2014-10-27,2740,10714,273151,13.95
5583177,1998-07-09,8810,30574,297504,14.27
12669921,2001-06-13,8690,39524,535346,3.34
5998336,2010-01-29,8520,04800,687333,-1.43
11736261,2021-06-08,6612,21367,657152,8.87
5000361,2008-12-25,6202,32187,937556,14.32
13451517,1997-02-24,6209,41450,887529,13.36
13933855,2012-02-29,6820,03738,639223,11.9
7031781,2013-01-25,7022,03804,568170,0.09
16115398,2009-07-12,7732,43004,549130,4.45
7031018,2015-05-02,7990,23285,430205,-1.4
5000362,2008-12-17,2229,33637,67735,2.66
8330557,2013-01-20,7211,45295,152360,13.62
6037063,2008-08-18,2511,29295,274816,8.1
11741544,1996-01-08,9529,50999,916263,0.01
15558580,2018-04-03,2811,16640,653743,1.15
11330539,2003-01-18,4759,24211,205010,13.21
5756827,2025-09-19,3514,35488,127431,10.96
5000363,2019-03-21,8230,25022,426186,-1.67
5371641,2022-09-08,7430,09364,945502,-3.61
5827225,2004-01-27,7990,43123,154489,9.04
9275199,2019-06-14,9602,28892,911273,9.84
15566484,2014-03-31,9101,44663,769708,14.01
6728751,1977-06-21,1623,41928,283954,2.97
14514894,1993-02-20,4321,43303,54897,9.0
5000364,,6622,43943,367320,11.92
5000365,2025-09-19,2014,32623,943573,2.28
16525289,2022-01-14,5510,10348,242876,11.49
6349058,2014-03-14,2014,52871,918750,5.15
15111160,1993-03-26,7311,11019,57239,-1.14
14155780,2007-11-17,5911,36714,747270,10.92
5774348,1995-08-13,3030,33546,564795,10.53
15309134,2011-11-25,5610,06721,303940,7.9
5000366,2010-09-15,4520,26374,900524,-3.8
5000367,2010-05-24,6920,27604,155987,3.92
6954824,2006-08-27,8623,28522,732695,12.6
12742630,2023-08-25,3320,13548,424130,3.41
5296736,2017-05-10,2042,16167,724985,11.85
12089608,2013-07-14,1107,08286,118141,-4.3
6261284,2016-05-23,8220,34096,445203,9.37
5000368,2001-08-28,3211,44079,680142,4.44
13361063,2003-09-25,7490,40254,711651,13.89
16281590,2011-09-25,4639,34706,204914,6.25
12460319,2006-01-09,2932,29276,291514,-0.45
10746433,2020-12-22,4120,47750,253487,10.55
13974914,1967-11-02,0111,30012,51484,11.53
6141083,1994-03-24,5320,12834,96047,0.09
5000369,2014-03-09,6832,29479,217459,-2.55
5000370,2011-02-21,9521,40808,306954,8.91
13998859,2016-03-27,0149,10522,426657,4.68
6216633,2018-12-06,4221,44536,460215,11.21
6662794,2006-06-21,4741,15099,803329,9.17
6858532,2014-11-03,7810,01739,631450,-0.9
8265832,2017-07-31,4631,07511,586474,12.67
5000371,2012-01-21,4519,07212,243355,9.03
10174172,1990-08-28,7211,47933,455101,7.54
7442791,2022-07-07,4519,40141,513311,5.79
5000372,2005-05-05,2016,21161,378101,3.62
10737939,2023-07-11,7912,49168,815708,2.25
9562455,2022-06-10,9700,31558,784761,10.98
14495854,1976-05-12,9521,20805,664781,-3.49
15143975,1970-12-25,8020,42614,930869,-0.07
6953639,2017-03-07,8010,01947,439852,9.84
5000373,2000-12-28,3092,02387,99805,-2.97
189573,2013-11-19,9003,27644,341296,13.07
14575937,2015-06-18,8520,37956,270705,1.51
5000374,1986-02-28,5920,38642,942557,-1.16
4941472,2011-11-15,4519,41411,730877,-3.46
4512844,2016-10-25,6619,39653,746515,-3.91
12580488,2025-03-31,4399,43449,296609,-3.68
5000375,2004-07-27,6419,01528,367085,11.36
5000376,1983-04-17,4639,17361,691226,7.0
8656678,2013-07-14,7490,27357,798711,14.69
13987976,2015-09-28,6209,49281,363926,0.83
16616109,2005-07-01,7820,37349,865130,10.19
9183126,2022-06-21,4211,18937,72852,2.29
5000377,2012-09-11,8129,30927,539374,6.55
8103425,2015-10-07,1083,10953,946296,-3.77
10717477,2010-07-26,3011,15205,369741,9.47
5000378,1998-03-02,9523,50569,334392,-2.46
9712119,2017-01-20,6621,11834,81315,2.84
1718,1996-03-08,8219,49328,948886,13.88
5538507,2007-08-26,0111,07082,127305,7.92
13196801,1993-03-28,9420,08887,479173,10.96
5000379,2025-09-19,8730,46269,890047,9.67
5000380,2019-09-09,8421,30287,416700,2.77
5000381,1999-12-30,8710,33897,139287,3.64
5000382,2004-10-16,7010,44421,720558,-0.66
5000383,2020-07-30,3109,23392,467988,-3.47
15604917,1989-07-04,7211,34258,992549,4.85
5925924,2011-09-23,8220,35078,206303,14.59
13448017,2009-03-31,8730,01504,506923,3.07
5000384,2019-12-27,7740,40313,419836,2.95
6467554,1992-08-28,2790,29298,740200,5.46
9854465,2019-04-11,2611,40385,682374,-2.39
5000385,1984-08-23,1107,46355,718809,2.73
16482541,2019-12-10,6511,42603,564558,11.84
5000386,2020-05-18,9001,47865,895725,-3.68
16228889,1985-08-07,7111,27268,443825,5.87
7141485,2018-04-27,9603,43732,178574,7.34
10999436,2020-06-14,2630,46450,811811,4.51
5000387,1977-02-08,6832,29967,704126,14.68
8910440,2001-07-25,6411,01839,514001,5.72
8074310,2021-03-01,4778,06202,977505,2.12
5706620,1999-08-12,3320,42206,788824,6.73
5721431,1990-12-19,3030,22849,602389,4.11
8352571,2006-06-14,9499,41497,108497,14.3
5440272,2019-02-05,8413,32151,978384,0.16
5000388,2015-10-10,6311,36894,524077,6.74
8846756,2020-01-09,7410,14526,169258,-4.14
5000389,2016-07-02,6820,29788,272393,10.62
5594373,2012-06-16,2611,42070,341201,6.44
7361423,1996-04-18,9525,01983,457573,12.01
14724608,1996-10-16,6499,48663,945490,14.5
5000390,2024-11-22,1413,39219,333199,6.41
11294579,2001-01-22,1721,04692,178528,0.8
4875392,2016-07-03,9700,49456,656655,-2.19
10052233,2011-03-12,4391,14382,562076,8.05
8240616,2017-06-30,7112,27228,868760,-1.1
10690718,2009-08-30,8520,06959,465016,11.21
12855307,2004-05-24,4729,07612,67483,-0.07
5000391,,6832,08393,957556,-4.09
5000392,2016-07-15,2825,38977,275829,9.89
5000393,2020-05-23,5819,23208,267996,10.12
16193056,2008-04-06,4110,22126,512150,14.49
6787529,2006-10-30,2016,44811,308624,3.4
5000394,2009-02-08,9412,03273,931933,1.59
12769743,2005-08-28,8219,02348,90983,3.62
5000395,1989-09-03,8299,12578,449766,14.37
8224264,2010-07-25,6499,47981,164489,6.99
5000396,2018-11-19,2410,22092,796202,-2.21
10098525,2014-11-03,2433,02847,61000,8.43
9684834,2010-04-14,1101,33679,927098,13.12
6332983,2012-11-12,8720,32151,798255,-3.79
7621659,2012-10-17,1812,52143,681132,7.42
13599327,2024-06-06,8730,15226,175879,12.5
6709494,1997-10-11,5911,39590,639575,14.82
5000397,2015-06-08,4711,25025,710657,8.71
10911356,2015-06-02,4719,07740,583756,0.23
10476551,1968-05-16,5811,50569,683829,0.68
6442805,2018-08-03,7712,15748,790589,2.05
6898649,2006-01-03,6499,38017,230588,-0.42
10305093,2009-08-10,8560,52325,442074,0.24
14726669,2001-06-22,5320,07147,447579,-4.24
11202214,1999-07-23,1419,30938,74802,3.31
5000398,2008-10-05,8623,22674,671635,-0.21
15326447,2013-07-11,8220,06514,345464,-1.2
5000399,2001-06-15,4759,17845,215052,7.08
14549438,2017-09-22,9529,48641,773667,13.43
5000400,2007-12-03,2229,24236,763801,-0.08
10860806,2001-12-07,7500,21874,308620,-2.02
4670416,2007-01-27,6611,44743,435855,12.58
15955272,2001-04-02,6499,24330,641236,-3.46
5000401,2004-03-21,8520,50378,605191,12.72
5000402,2010-03-31,6612,18225,925946,3.19
5000403,2008-01-21,1812,41728,135226,-2.89
5000404,2001-07-14,7721,39968,411042,0.99
9692498,2007-03-06,8423,42469,588306,12.5
12804628,2023-10-01,9411,35230,908922,2.83
7435676,2007-03-29,5812,18826,408836,8.09
5676514,,4719,37494,398149,12.89
15979090,2005-08-11,7010,27323,846946,10.09
13202255,1995-10-27,2825,51736,839551,13.93
9319137,2022-03-20,9412,38896,285439,7.43
131639,1997-12-16,9311,48431,564335,7.43
9005241,2015-07-12,7911,29121,366087,-3.44
8773196,2011-09-02,9512,15819,823307,5.54
6067656,2022-11-27,6831,44822,172350,10.45
14580934,2021-11-12,3320,45869,381473,3.76
15505276,2003-02-10,3211,14299,591715,2.65
5000405,2013-11-23,6499,05313,362997,4.96
9102853,2012-09-25,9003,52519,120819,0.32
14682300,2013-01-11,2511,29170,394587,6.93
9439830,1998-12-12,4799,40295,307410,-2.16
10860687,1995-06-20,4120,38547,644060,-4.17
8136329,1994-08-20,7430,23455,198082,11.48
11259939,1999-07-15,7112,52856,801951,0.42
4841690,2025-09-19,3092,10513,237334,-3.55
16299466,2008-08-01,8520,25692,716067,14.99
14544535,1997-07-25,8810,10143,629390,-0.64
5000406,2021-11-27,3011,46949,882903,0.5
7815048,1985-11-10,8730,39061,172150,14.35
5000407,2011-06-02,5320,45554,248597,11.62
8678109,2019-05-12,2511,22235,661573,-1.18
5000408,2022-07-22,9602,20430,473705,-3.63
13653644,2015-02-01,7711,16094,692953,13.28
16174995,2006-12-30,6832,21492,796407,10.74
10897368,2019-01-23,7010,33685,985332,10.06
10254568,2023-10-28,2042,14949,119734,-3.63
16096481,2009-04-04,9522,38921,771463,5.27
9694549,2019-05-14,4791,02297,786618,14.63
13575340,2003-01-09,9601,08072,988413,13.74
12453065,2025-09-19,9319,31989,709978,4.38
5000409,2018-09-10,5911,36809,108323,-4.47
11483303,2016-03-07,8610,20152,171479,-2.2
8902809,2004-08-19,2110,09256,784281,13.42
5000410,1996-07-01,5812,23029,451977,-4.12
7771981,2012-04-06,8510,50386,387556,3.41
13517069,2020-06-08,1920,11483,103612,13.47
12930245,1990-02-22,9511,46527,868701,0.73
10748810,1980-09-14,4941,47903,881837,1.72
10760946,2009-04-18,8423,36718,602238,6.62
8640949,2025-09-19,9499,15781,648604,6.86
5425671,1997-06-12,4221,12275,419221,2.98
8064302,2007-12-11,9511,36278,62064,1.31
8973823,2004-07-11,4729,27606,354107,1.05
7556795,2012-04-26,4612,21679,762243,4.26
15734936,2014-08-31,8610,41324,909800,2.79
5000411,2007-07-16,6411,41729,160694,2.72
13789551,2006-06-03,7911,21392,490566,4.73
13270185,2012-11-18,7410,09544,598135,14.47
9912814,2003-03-05,4391,01973,385127,-4.43
12586860,2015-05-26,6520,14403,815891,9.72
9693438,1990-12-27,1413,51362,792802,6.13
11246519,2012-05-21,6411,21439,866957,13.01
7040692,2016-06-29,7112,25491,977218,12.12
7432453,2007-01-15,0149,33127,387792,-1.76
11146998,2016-09-01,8559,05070,381289,14.39
13806481,2014-11-06,7120,16130,997479,0.88
215739,1992-09-01,8520,38451,936853,11.15
13295210,2007-09-13,5229,04924,349760,2.2
10648274,2000-03-27,2825,41836,989469,2.58
16086132,2010-02-27,7320,50049,240325,6.82
6688402,2009-11-11,4329,14829,768699,-2.36
8584661,2005-05-29,6202,35688,421296,14.15
10959969,2023-02-19,6810,24572,336002,7.45
9463949,2007-03-21,1411,18316,331401,-4.89
5000412,2016-06-02,4631,22788,887904,-1.34
12437693,2006-07-18,4931,35901,675391,9.12
10311555,2012-11-14,9602,31273,822642,1.7
7022357,2017-12-16,1101,51842,627711,2.36
3321452,2022-07-01,4120,03120,609113,-1.78
10588457,2013-10-08,5811,42650,770977,6.47
4586490,2019-06-26,7712,27513,652786,7.44
8363785,2013-10-30,8010,33258,560678,11.24
10589571,2025-07-20,3299,14038,55172,6.5
15798665,2009-06-28,8623,36394,782530,9.53
4677720,2017-12-09,9412,27859,587018,13.61
8071566,2011-04-23,8623,51423,699313,-2.58
5000413,2005-03-04,3092,31865,340541,1.09
7264024,2010-08-13,5920,23793,82375,13.95
12283221,2009-04-14,4639,50205,558511,1.91
